#{"t_start": 1748423892.6475856, "env_id": "None"}
r,l,t
612825.687042,8000,185.725236
580111.623329,8000,360.497547
551103.298642,8000,508.772619
219131.550305,3506,571.107144
476851.924731,7459,714.362923
307547.679464,4439,784.878403
554680.874233,8000,933.752752
557894.298448,8000,1082.487588
579071.312188,8000,1225.019357
574843.162913,8000,1376.935447
576932.955961,8000,1516.829642
561588.779894,8000,1668.844866
580151.18658,8000,1824.437777
