#{"t_start": 1748423858.4831276, "env_id": "None"}
r,l,t
582492.40303,8000,219.888695
595794.889109,8000,394.662005
556831.130387,8000,542.933564
528667.142866,8000,696.452085
384025.67514,5885,793.392039
555276.002485,8000,941.788567
556273.188583,8000,1090.909224
568480.856672,8000,1231.907111
590402.407299,8000,1371.763723
578852.466233,8000,1524.515254
601109.010875,8000,1676.654318
555890.610524,8000,1832.677287
