#{"t_start": 1748423841.380459, "env_id": "None"}
r,l,t
598817.082389,8000,236.991363
584728.967679,8000,411.764674
548030.371185,8000,560.036233
235742.971203,3371,621.71664
299587.593675,4894,721.023592
542262.775552,8000,862.47277
554548.066592,8000,1001.854825
562523.927759,8000,1144.431187
577776.228602,8000,1292.518792
587889.031873,8000,1444.890873
575453.529529,8000,1595.103689
557358.649275,8000,1736.43693
583398.787904,8000,1892.232564
