#{"t_start": 1748423855.0873373, "env_id": "None"}
r,l,t
607207.29966,8000,223.285484
589117.472097,8000,398.057796
555687.703804,8000,546.329355
215707.008806,3984,617.490867
520909.215817,8000,768.977007
526924.80194,8000,910.707852
551500.866297,8000,1059.783964
568744.733458,8000,1200.201799
596883.924396,8000,1340.842028
582733.383134,8000,1493.390523
595116.589634,8000,1651.806374
576165.354873,8000,1800.988504
572875.570269,8000,1942.652441
