#{"t_start": 1748423924.2230992, "env_id": "None"}
r,l,t
604713.520146,8000,154.149722
585884.597095,8000,328.922034
550166.655688,8000,477.197105
531641.272825,8000,630.713619
537203.307156,8000,768.64117
557459.728837,8000,911.352848
557910.910813,8000,1060.20174
601141.426661,8000,1202.192089
597954.302685,8000,1354.461823
573251.671429,8000,1495.037742
567831.343526,8000,1646.188272
551171.569064,8000,1801.795391
