#{"t_start": 1748423882.3851619, "env_id": "None"}
r,l,t
614148.879526,8000,195.98766
593708.280497,8000,370.759971
559913.798485,8000,519.035043
507358.472913,8000,672.550051
538377.534892,8000,810.479107
571443.56815,8000,953.190786
583687.550362,8000,1102.039677
624070.125414,8000,1244.030026
591381.671583,8000,1396.299761
584779.068245,8000,1536.875679
581787.419099,8000,1688.026209
571418.993846,8000,1843.632329
