#{"t_start": 1748423913.5839965, "env_id": "None"}
r,l,t
605331.269767,8000,164.788825
578521.150349,8000,339.561136
551313.014693,8000,487.836208
525293.973913,8000,641.351216
450432.997097,7083,762.393802
551935.197011,8000,905.197533
567272.982616,8000,1054.107614
576003.270182,8000,1202.451192
588674.589216,8000,1347.936601
575680.653866,8000,1487.834023
560762.803296,8000,1646.309116
563900.459067,8000,1795.490194
