#{"t_start": 1748423885.8081222, "env_id": "None"}
r,l,t
600949.179885,8000,192.564699
594129.514689,8000,367.337011
536647.053385,8000,515.612082
340343.62861,5327,612.597499
483561.556084,7645,755.251003
540667.407705,8000,896.945941
549492.888659,8000,1046.758029
583423.880671,8000,1193.63262
591320.752696,8000,1327.466748
572875.488322,8000,1480.286149
580399.605057,8000,1632.180393
560387.736927,8000,1787.747674
