#{"t_start": 1748423875.6142437, "env_id": "None"}
r,l,t
614108.392701,8000,202.757578
592964.891607,8000,377.530889
557356.89911,8000,525.805961
529650.751716,8000,679.322475
549044.655115,8000,817.250025
558950.800076,8000,959.961704
571257.202648,8000,1108.810596
561698.514802,8000,1250.800945
592992.687378,8000,1403.070679
585385.097519,8000,1543.645627
598704.884717,8000,1694.797127
556689.211262,8000,1850.403247
