#{"t_start": 1748423838.0153263, "env_id": "None"}
r,l,t
612282.256765,8000,240.356496
591244.915193,8000,415.129807
540738.903076,8000,563.404878
529383.058159,8000,716.919887
384545.709468,6040,820.954911
550996.878056,8000,963.02214
552686.755965,8000,1112.145695
585412.789122,8000,1259.843658
598811.473301,8000,1404.623588
575205.214525,8000,1545.779565
579128.048013,8000,1703.973241
560152.535015,8000,1853.87568
