#{"t_start": 1748423844.732548, "env_id": "None"}
r,l,t
605369.806065,8000,233.643275
590222.075991,8000,408.412585
539753.067562,8000,556.684144
382319.913779,6430,682.95297
521136.039569,8000,822.133056
560992.62369,8000,964.679188
553360.874453,8000,1113.269638
578028.621838,8000,1255.006902
585347.43641,8000,1406.663119
588776.683002,8000,1547.229122
569039.545728,8000,1699.364272
565308.151933,8000,1854.703287
