#{"t_start": 1748423920.584116, "env_id": "None"}
r,l,t
602062.996012,8000,157.788706
598893.471792,8000,332.561017
548894.441835,8000,480.836088
514343.209999,8000,634.352603
377707.81892,5671,730.281018
546032.965162,8000,878.698615
559646.984184,8000,1021.703753
578678.583753,8000,1168.69519
577339.743438,8000,1308.560111
581246.347813,8000,1455.148014
576682.53905,8000,1613.354303
548535.761493,8000,1763.109778
