#{"t_start": 1748423903.1127598, "env_id": "None"}
r,l,t
609052.324599,8000,175.260062
587455.422604,8000,350.032373
546452.49219,8000,498.307445
518223.162676,8000,651.822453
339032.770829,5002,738.09017
555506.406545,8000,879.788945
564394.95825,8000,1029.61566
577284.145129,8000,1176.465861
585376.342028,8000,1310.286956
558963.967249,8000,1463.12804
584063.410936,8000,1621.437474
600702.533284,8000,1770.616094
