#{"t_start": 1748423878.982117, "env_id": "None"}
r,l,t
590889.102938,8000,199.390705
588686.888161,8000,374.163016
553309.129006,8000,522.438087
515717.9754,8000,675.953096
343199.637322,5104,762.732356
558836.477444,8000,910.964951
555217.828114,8000,1054.262661
573747.675249,8000,1201.076122
565186.232502,8000,1334.881037
582348.570209,8000,1487.797096
567554.552417,8000,1646.068813
564072.002236,8000,1795.353685
