#{"t_start": 1748423896.1128836, "env_id": "None"}
r,l,t
617331.755829,8000,182.262939
588935.711998,8000,357.032249
548207.136325,8000,505.307321
522307.038183,8000,658.823835
535574.356275,8000,796.751385
555592.048811,8000,939.463064
547352.163798,8000,1088.312961
560061.292865,8000,1230.302305
576315.601301,8000,1382.572039
599232.151943,8000,1523.147958
582800.430942,8000,1674.298487
558286.090046,8000,1829.905606
