#{"t_start": 1748423931.227436, "env_id": "None"}
r,l,t
609191.833054,8000,147.147386
586188.860074,8000,321.917697
547840.077021,8000,470.192768
513215.385589,8000,623.707777
307455.610356,4301,694.216996
410975.266843,6371,815.725511
561176.671787,8000,958.032125
583611.365701,8000,1098.142713
584671.343434,8000,1246.517892
589155.643716,8000,1392.150767
592208.771172,8000,1549.504918
555777.183939,8000,1705.536053
583546.497984,8000,1840.353901
