#{"t_start": 1748423861.9443936, "env_id": "None"}
r,l,t
608899.417177,8000,216.427428
597915.812159,8000,391.200739
549282.031031,8000,539.475811
231065.817585,3680,609.146941
528646.244407,8000,754.432086
558171.758281,8000,902.321147
562678.151785,8000,1045.045998
575709.321004,8000,1185.314251
595407.97409,8000,1332.675792
569925.937965,8000,1478.893284
569262.267424,8000,1637.195808
569717.81196,8000,1792.631896
569227.697575,8000,1927.585103
