#{"t_start": 1748423910.1506388, "env_id": "None"}
r,l,t
593342.986995,8000,168.224183
598334.967413,8000,342.994494
559157.728755,8000,491.269566
316194.694189,4519,571.408197
303554.992441,4713,663.216684
523526.979749,8000,810.824292
551461.433132,8000,950.586747
561972.709912,8000,1092.799507
588834.899255,8000,1241.43962
582356.505557,8000,1393.495637
596565.292774,8000,1544.559836
573228.017154,8000,1685.430585
570588.463278,8000,1835.199473
