#{"t_start": 1748423851.6266978, "env_id": "None"}
r,l,t
593559.968934,8000,226.745124
598618.552309,8000,401.518435
540977.605186,8000,549.793507
540561.563703,8000,703.310021
549339.661545,8000,841.237571
545688.381546,8000,983.94925
576906.688518,8000,1132.798141
583099.119575,8000,1274.788491
581321.284201,8000,1427.058225
578085.693317,8000,1567.634143
585943.967365,8000,1718.784673
554755.374847,8000,1874.390793
