#{"t_start": 1748423899.6148224, "env_id": "None"}
r,l,t
605318.866846,8000,178.757999
600548.737267,8000,353.530311
546240.900306,8000,501.805382
494144.365004,8000,655.321896
531039.509066,8000,793.249446
546176.674636,8000,935.961125
558454.680626,8000,1084.811022
590833.53341,8000,1226.800366
582654.782995,8000,1379.0701
564568.53639,8000,1519.646019
576729.314133,8000,1670.796549
566466.356263,8000,1826.402668
