#{"t_start": 1748423906.628095, "env_id": "None"}
r,l,t
614828.966363,8000,171.743727
589582.102071,8000,346.517038
551663.343781,8000,494.788597
517258.100208,8000,648.307118
540747.47977,8000,786.236174
545408.52408,8000,928.947853
570070.497141,8000,1077.796744
583860.821921,8000,1219.787093
579019.760344,8000,1372.056828
586968.18291,8000,1512.631776
601260.553897,8000,1663.783276
552278.369621,8000,1819.389396
